;Rec;Lig;negatome;hippie_value;Rec_nRes;Lig_nRes;Rec_clustID;Lig_clustID;Inter_70;Inter_90;Rec_expr_70;Lig_expr_70;n_inter_res_rec_70;n_inter_res_lig_70;n_cont_comp_70;Rec_expr_90;Lig_expr_90;n_inter_res_rec_90;n_inter_res_lig_90;n_cont_comp_90;nPoses;nPoseClust;nHighPose_lRMSD_70;nMediumPose_lRMSD_70;nAcceptablePose_lRMSD_70;nIncorrectPose_lRMSD_70;nHighPose_lRMSD_90;nMediumPose_lRMSD_90;nAcceptablePose_lRMSD_90;nIncorrectPose_lRMSD_90;min_lRMSD_70;max_lRMSD_70;min_lRMSD_90;max_lRMSD_90;nHighPose_iRMSD_70;nMediumPose_iRMSD_70;nAcceptablePose_iRMSD_70;nIncorrectPose_iRMSD_70;nHighPose_iRMSD_90;nMediumPose_iRMSD_90;nAcceptablePose_iRMSD_90;nIncorrectPose_iRMSD_90;min_iRMSD_70;max_iRMSD_70;min_iRMSD_90;max_iRMSD_90;nHighPose_fnat_70;nMediumPose_fnat_70;nAcceptablePose_fnat_70;nIncorrectPose_fnat_70;nHighPose_fnat_90;nMediumPose_fnat_90;nAcceptablePose_fnat_90;nIncorrectPose_fnat_90;min_fnat_70;max_fnat_70;min_fnat_90;max_fnat_90;nOkPose_intcov_70;nBadPose_intcov_70;min_intcov_70;max_intcov_70;nOkPose_intcov_90;nBadPose_intcov_90;min_intcov_90;max_intcov_90;deformation_rmsd_lig_70;deformation_rmsd_rec_70;deformation_rmsd_lig_90;deformation_rmsd_rec_90;howmanyxray
40;1fnt_A;1fnt_B;False;-1.0;238;247;1;1;True;True;1fnt_0_1_A_1.pdb;1fnt_0_1_B_1.pdb;33;27;624;1fnt_0_1_A_1.pdb;1fnt_0_1_B_1.pdb;33;27;624;2030;0;0;0;0;2030;0;0;0;2030;15.4556;1026.94;15.4556;1026.94;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;2.4507932788062387e-14;1.523587653160812e-14;2.4507932788062387e-14;1.523587653160812e-14;0
41;1fnt_A;1fnt_H;False;-1.0;238;196;1;86;True;True;1fnt_0_1_A_1.pdb;1fnt_0_1_H_1.pdb;11;11;153;1fnt_0_1_A_1.pdb;1fnt_0_1_H_1.pdb;11;11;153;3061;0;0;0;0;3061;0;0;0;3061;26.256;135.454;26.256;135.454;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;2.4507932788062387e-14;1.8721507680226376e-14;2.4507932788062387e-14;1.8721507680226376e-14;0
42;1fnt_A;1fnt_N;False;-1.0;238;233;1;89;True;True;1fnt_0_1_A_1.pdb;1fnt_0_1_b_1.pdb;2;2;17;1fnt_0_1_A_1.pdb;1fnt_0_1_b_1.pdb;2;2;17;7851;0;0;0;0;7851;0;0;0;7851;41.8682;508.551;41.8682;508.551;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;2.4507932788062387e-14;0.04900068429372724;2.4507932788062387e-14;0.04900068429372724;0
43;3cwb_P;3cwb_P;False;-1.0;379;379;614;614;True;True;3cwb_0_1_P_1.pdb;3cwb_0_1_C_1.pdb;26;26;284;3cwb_0_1_P_1.pdb;3cwb_0_1_C_1.pdb;26;26;284;43333;0;0;1;4;43328;0;1;4;43328;1.77977;1038.33;1.77977;1038.33;0;1;1;3;0;1;1;3;1.2499663851881107;6.64403640673705;1.2499663851881107;6.64403640673705;3;0;0;2;3;0;0;2;0.0;0.8;0.0;0.8;4;43329;0.34615384615384615;0.9891304347826086;4;43329;0.34615384615384615;0.9891304347826086;2.4908301653312228e-14;0.16912305687578397;2.4908301653312228e-14;0.16912305687578397;0
44;2zl1_A;2zl1_B;False;-1.0;119;116;16705;3609;True;True;2zl1_0_1_A_1.pdb;2zl1_0_1_B_1.pdb;28;28;912;2zl1_0_1_A_1.pdb;2zl1_0_1_B_1.pdb;28;28;912;13551;0;3;0;12;13536;3;0;12;13536;0.941209;155.985;0.941209;155.985;3;0;0;12;3;0;0;12;0.6845338959293841;7.432043919780051;0.6845338959293841;7.432043919780051;3;0;0;12;3;0;0;12;0.0;0.8826754385964912;0.0;0.8826754385964912;3;13548;0.22289156626506024;0.967391304347826;3;13548;0.22289156626506024;0.967391304347826;3.636973390621362e-15;5.334063166834291e-15;3.636973390621362e-15;5.334063166834291e-15;0
45;1nci_B;1nci_B;False;-1.0;96;96;3172;3172;True;True;1nci_0_1_B_1.pdb;1nci_0_1_A_1.pdb;19;20;757;1nci_0_1_B_1.pdb;1nci_0_1_A_1.pdb;19;20;757;12139;0;0;0;5;12134;0;0;5;12134;6.62171;1013.95;6.62171;1013.95;0;0;0;5;0;0;0;5;4.927362760169681;6.786501185834992;4.927362760169681;6.786501185834992;0;0;2;3;0;0;2;3;0.0;0.17229729729729729;0.0;0.17229729729729729;0;12139;0.21428571428571427;0.44642857142857145;0;12139;0.21428571428571427;0.44642857142857145;7.155487416955695e-15;0.9190777001008715;7.155487416955695e-15;0.9190777001008715;0
46;1f9e_A;1f9e_B;False;-1.0;153;89;4170;4023;True;True;1f9e_0_1_A_1.pdb;1f9e_0_1_B_1.pdb;59;54;1382;1f9e_0_1_A_1.pdb;1f9e_0_1_B_1.pdb;59;54;1382;46915;0;0;1;0;46914;0;1;0;46914;4.720680000000001;165.56;4.720680000000001;165.56;0;0;1;0;0;0;1;0;3.082094114963908;3.082094114963908;3.082094114963908;3.082094114963908;0;1;0;0;0;1;0;0;0.33357452966714907;0.33357452966714907;0.33357452966714907;0.33357452966714907;0;46915;0.5862068965517241;0.5862068965517241;0;46915;0.5862068965517241;0.5862068965517241;1.485326189142361e-14;1.1104625075834075e-14;1.485326189142361e-14;1.1104625075834075e-14;0
47;1fnt_B;1fnt_F;False;-1.0;247;233;1;1;True;True;4y8k_0_1_A_1.pdb;4y8k_0_1_E_1.pdb;1;2;20;4y8k_0_1_A_1.pdb;4y8k_0_1_E_1.pdb;1;2;20;5936;0;0;0;0;5936;0;0;0;5936;15.7112;201.582;15.7112;201.582;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;2.722770980699302;0.5713511634868256;2.722770980699302;0.5713511634868256;0
48;1fnt_F;1fnt_N;False;-1.0;233;233;1;89;True;True;1fnt_0_1_F_1.pdb;1fnt_0_1_N_1.pdb;13;16;255;1fnt_0_1_F_1.pdb;1fnt_0_1_N_1.pdb;13;16;255;26232;0;0;0;0;26232;0;0;0;26232;18.029;960.538;18.029;960.538;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;8.287858040226645e-15;6.447852588121531e-15;8.287858040226645e-15;6.447852588121531e-15;0
49;1lm5_B;1lm5_B;False;0.78;193;193;12507;12507;True;True;1lm5_0_1_B_1.pdb;1lm5_0_1_A_1.pdb;21;14;464;1lm5_0_1_B_1.pdb;1lm5_0_1_A_1.pdb;21;14;464;14599;0;0;0;12;14587;0;0;12;14587;5.96617;1024.65;5.96617;1024.65;0;0;5;7;0;0;5;7;3.006866490780572;6.444127794355526;3.006866490780572;6.444127794355526;0;1;4;7;0;1;4;7;-1.0;0.32142857142857145;-1.0;0.32142857142857145;0;14599;-1.0;0.6666666666666666;0;14599;-1.0;0.6666666666666666;9.571709320312246e-15;0.8063703806201482;9.571709320312246e-15;0.8063703806201482;0
50;1ezx_A;1ezx_A;False;0.89;335;335;229;229;True;False;1oph_0_2_A_2.pdb;1oph_0_2_A_1.pdb;17;17;229;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;9.568085038379065;9.568098253209355;-1.0;-1.0;0
51;2c0l_A;2c0l_B;False;0.56;292;122;4167;18404;True;True;2c0l_0_1_A_1.pdb;2c0l_0_1_B_1.pdb;39;19;547;2c0l_0_1_A_1.pdb;2c0l_0_1_B_1.pdb;39;19;547;27039;0;0;2;21;27016;0;2;21;27016;1.29593;87.4404;1.29593;87.4404;2;0;5;16;2;0;5;16;0.5289490407046195;5.7958699194665;0.5289490407046195;5.7958699194665;2;0;5;16;2;0;5;16;0.0;0.9305301645338209;0.0;0.9305301645338209;2;27037;0.17567567567567569;0.972972972972973;2;27037;0.17567567567567569;0.972972972972973;9.754761255701775e-15;8.91758139073037e-15;9.754761255701775e-15;8.91758139073037e-15;0
52;1f9e_A;1f9e_A;False;-1.0;153;153;4170;4170;True;True;1f9e_0_1_A_1.pdb;1f9e_0_1_C_1.pdb;11;11;88;1f9e_0_1_A_1.pdb;1f9e_0_1_C_1.pdb;11;11;88;52489;0;0;0;11;52478;0;0;11;52478;5.70409;1032.04;5.70409;1032.04;0;0;0;11;0;0;0;11;4.521832293814066;9.42444401073997;4.521832293814066;9.42444401073997;0;2;5;4;0;2;5;4;0.0;0.42424242424242425;0.0;0.42424242424242425;1;52488;0.2;0.8648648648648649;1;52488;0.2;0.8648648648648649;1.485326189142361e-14;0.30182442809425425;1.485326189142361e-14;0.30182442809425425;0
53;1ezx_A;1ezx_B;False;0.89;335;36;229;5066;True;True;1ezx_0_1_A_1.pdb;1ezx_0_1_B_1.pdb;75;33;1440;1ezx_0_1_A_1.pdb;1ezx_0_1_B_1.pdb;75;33;1440;4806;0;0;0;0;4806;0;0;0;4806;22.7812;66.2105;22.7812;66.2105;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;1.684053850853074e-14;2.3024216127992717e-14;1.684053850853074e-14;2.3024216127992717e-14;0
54;3d2u_A;3d2u_B;False;-1.0;281;99;19026;7;True;True;3d2u_0_1_A_1.pdb;3d2u_0_1_B_1.pdb;47;30;822;3d2u_0_1_A_1.pdb;3d2u_0_1_B_1.pdb;47;30;822;21168;0;0;0;0;21168;0;0;0;21168;14.8052;1012.94;14.8052;1012.94;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;1.1536036861074248e-14;1.1653636446078479e-14;1.1536036861074248e-14;1.1653636446078479e-14;0
55;3d2u_A;3d2u_A;False;-1.0;281;281;19026;19026;True;True;3d2u_0_2_A_1.pdb;3d2u_0_2_E_1.pdb;7;7;166;3d2u_0_2_A_1.pdb;3d2u_0_2_E_1.pdb;7;7;166;44568;0;0;0;0;44568;0;0;0;44568;19.6305;1052.5;19.6305;1052.5;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;1.1536036861074248e-14;0.3068191651126879;1.1536036861074248e-14;0.3068191651126879;0
56;3c5j_B;3c5j_B;False;-1.0;182;182;225;225;True;True;3c5j_0_2_B_2.pdb;3c5j_0_2_B_1.pdb;17;17;257;3c5j_0_2_B_2.pdb;3c5j_0_2_B_1.pdb;17;17;257;18815;0;0;0;0;18815;0;0;0;18815;25.9945;1041.73;25.9945;1041.73;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;1.8226061758961487e-14;5.5289413009849965e-14;1.8226061758961487e-14;5.5289413009849965e-14;0
57;3c5j_A;3c5j_B;False;-1.0;178;182;198;225;True;True;3c5j_0_2_A_2.pdb;3c5j_0_2_B_2.pdb;60;51;1462;3c5j_0_2_A_2.pdb;3c5j_0_2_B_2.pdb;60;51;1462;29364;0;0;0;0;29364;0;0;0;29364;16.1474;1018.18;16.1474;1018.18;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;9.42096286957575e-15;1.509719514441409e-14;9.42096286957575e-15;1.509719514441409e-14;0
58;1fnt_H;1fnt_H;False;-1.0;196;196;86;86;True;True;1fnt_0_1_H_1.pdb;1fnt_0_1_V_1.pdb;15;15;438;1fnt_0_1_H_1.pdb;1fnt_0_1_V_1.pdb;15;15;438;9314;0;0;3;4;9307;0;3;4;9307;2.75338;1016.05;2.75338;1016.05;0;3;0;4;0;3;0;4;1.2237884443894678;8.547983615477131;1.2237884443894678;8.547983615477131;3;0;1;3;3;0;1;3;0.0;0.9754098360655737;0.0;0.9754098360655737;3;9311;0.25925925925925924;0.963855421686747;3;9311;0.25925925925925924;0.963855421686747;1.1982690959206204e-14;0.049324473671580535;1.1982690959206204e-14;0.049324473671580535;0
59;1fnt_H;1fnt_N;False;-1.0;196;233;86;89;True;True;1fnt_0_1_H_1.pdb;1fnt_0_1_N_1.pdb;19;17;248;1fnt_0_1_H_1.pdb;1fnt_0_1_N_1.pdb;19;17;248;22090;0;0;0;6;22084;0;0;6;22084;8.35115;987.1110000000001;8.35115;987.1110000000001;0;0;0;6;0;0;0;6;5.602680329649157;7.189882801754856;5.602680329649157;7.189882801754856;0;0;0;6;0;0;0;6;0.0;0.028225806451612902;0.0;0.028225806451612902;0;22090;0.417910447761194;0.4444444444444444;0;22090;0.417910447761194;0.4444444444444444;1.1982690959206204e-14;2.6064364020429754e-14;1.1982690959206204e-14;2.6064364020429754e-14;0
60;3brw_B;3brw_B;False;0.52;337;337;9546;9546;True;True;1srq_0_1_A_1.pdb;1srq_0_1_B_1.pdb;33;32;558;1srq_0_1_A_1.pdb;1srq_0_1_B_1.pdb;33;32;558;56213;0;0;0;0;56213;0;0;0;56213;25.0965;1056.72;25.0965;1056.72;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;1.7831169108721563;1.282232486009389;1.7831169108721563;1.282232486009389;0
61;1atn_A;1atn_A;False;0.82;371;371;28;28;True;True;4jhd_0_1_A_1.pdb;4jhd_0_1_B_1.pdb;10;9;79;4jhd_0_1_A_1.pdb;4jhd_0_1_B_1.pdb;10;9;79;44580;0;0;1;6;44573;0;1;6;44573;4.9979;1046.16;4.9979;1046.16;0;0;1;6;0;0;1;6;2.883821849434142;5.630129456658738;2.883821849434142;5.630129456658738;0;0;0;7;0;0;0;7;0.0;0.0;0.0;0.0;0;44580;0.0;0.0;0;44580;0.0;0.0;1.709262242519102;2.0341981800651947;1.709262242519102;2.0341981800651947;0
62;1atn_A;2pav_A;False;-1.0;371;361;28;28;True;True;4jhd_0_1_A_1.pdb;4jhd_0_1_B_1.pdb;10;9;79;4jhd_0_1_A_1.pdb;4jhd_0_1_B_1.pdb;10;9;79;80531;0;0;0;1;80530;0;0;1;80530;8.1951;1049.21;8.1951;1049.21;0;0;0;0;0;0;0;0;;;;;0;0;0;1;0;0;0;1;-1.0;-1.0;-1.0;-1.0;0;80531;-1.0;-1.0;0;80531;-1.0;-1.0;1.709262242519102;0.9936316405394457;1.709262242519102;0.9936316405394457;0
63;1i7x_A;1i7x_B;False;-1.0;522;57;1875;16142;True;True;1i7x_0_1_A_1.pdb;1i7x_0_1_B_1.pdb;51;31;887;1i7x_0_1_A_1.pdb;1i7x_0_1_B_1.pdb;51;31;887;522305;0;0;2;32;522271;0;2;32;522271;2.00117;438.285;2.00117;438.285;2;0;9;23;2;0;9;23;0.9505184467755246;4.850487163890268;0.9505184467755246;4.850487163890268;2;0;11;21;2;0;11;21;0.002254791431792559;0.6922209695603156;0.002254791431792559;0.6922209695603156;2;522303;0.2018348623853211;0.8440366972477065;2;522303;0.2018348623853211;0.8440366972477065;9.81058090228002e-15;8.774344399297727e-15;9.81058090228002e-15;8.774344399297727e-15;0
64;1rkc_A;1rkc_B;False;-1.0;258;26;2809;21952;True;True;1rkc_0_1_A_1.pdb;1rkc_0_1_B_1.pdb;41;23;536;1rkc_0_1_A_1.pdb;1rkc_0_1_B_1.pdb;41;23;536;72668;0;0;20;179;72469;0;20;179;72469;2.04656;390.52;2.04656;390.52;4;13;143;39;4;13;143;39;0.8788445761379435;4.291728181477478;0.8788445761379435;4.291728181477478;4;2;36;157;4;2;36;157;0.0;0.6977611940298507;0.0;0.6977611940298507;4;72664;0.023076923076923078;0.8482758620689655;4;72664;0.023076923076923078;0.8482758620689655;1.0463946392119178e-14;1.1711790398811057e-14;1.0463946392119178e-14;1.1711790398811057e-14;0
65;1i7x_B;1i7x_C;False;-1.0;57;521;16142;1875;True;True;1i7x_0_1_B_1.pdb;1i7x_0_1_A_1.pdb;31;51;887;1i7x_0_1_B_1.pdb;1i7x_0_1_A_1.pdb;31;51;887;481005;0;0;0;4;481001;0;0;4;481001;5.75916;568.943;5.75916;568.943;0;0;2;2;0;0;2;2;3.413778883294783;9.596270429382885;3.413778883294783;9.596270429382885;0;1;1;2;0;1;1;2;0.02027027027027027;0.4189189189189189;0.02027027027027027;0.4189189189189189;0;481005;0.14285714285714285;0.5857142857142857;0;481005;0.14285714285714285;0.5857142857142857;6.8313177864035235e-15;1.126264244330805;6.8313177864035235e-15;1.126264244330805;0
66;1f9e_B;1f9e_B;False;-1.0;89;89;4023;4023;True;True;1f9e_0_1_B_1.pdb;1f9e_0_1_D_1.pdb;30;30;758;1f9e_0_1_B_1.pdb;1f9e_0_1_D_1.pdb;30;30;758;46461;0;0;5;40;46416;0;5;40;46416;1.0056399999999999;1018.59;1.0056399999999999;1018.59;5;0;0;40;5;0;0;40;0.6874795833395005;7.5828726765883;0.6874795833395005;7.5828726765883;5;0;3;37;5;0;3;37;0.0;0.7904411764705882;0.0;0.7904411764705882;5;46456;0.09333333333333334;0.92;5;46456;0.09333333333333334;0.92;3.915021087597195e-15;0.26770532115320383;3.915021087597195e-15;0.26770532115320383;0
67;3bpl_B;3bpl_C;False;0.9;202;194;10237;3958;True;True;3bpl_0_1_B_1.pdb;3bpl_0_1_C_1.pdb;15;16;280;3bpl_0_1_B_1.pdb;3bpl_0_1_C_1.pdb;15;16;280;99201;0;0;0;1;99200;0;0;1;99200;8.509089999999999;1040.02;8.509089999999999;1040.02;0;0;0;0;0;0;0;0;;;;;0;1;0;0;0;1;0;0;0.35;0.35;0.35;0.35;0;99201;0.7;0.7;0;99201;0.7;0.7;6.6217249713231285e-15;1.0543857422021276e-14;6.6217249713231285e-15;1.0543857422021276e-14;0
68;2vgl_A;2vgl_M;False;-1.0;600;396;5937;2310;True;True;2vgl_0_1_A_1.pdb;2vgl_0_1_M_1.pdb;30;24;385;2vgl_0_1_A_1.pdb;2vgl_0_1_M_1.pdb;30;24;385;21033;0;0;0;0;21033;0;0;0;21033;29.3591;1000.21;29.3591;1000.21;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;1.584954408343882e-14;2.6703618059748067e-14;1.584954408343882e-14;2.6703618059748067e-14;0
69;2z3q_B;2z3q_C;False;0.89;81;117;6796;5105;True;True;2z3q_0_1_B_1.pdb;2z3q_0_1_A_1.pdb;17;17;356;2z3q_0_1_B_1.pdb;2z3q_0_1_A_1.pdb;17;17;356;17351;0;0;7;7;17337;0;7;7;17337;2.9092599999999997;74.6078;2.9092599999999997;74.6078;0;7;0;7;0;7;0;7;1.346831088611283;7.545179858912611;1.346831088611283;7.545179858912611;7;0;2;5;7;0;2;5;-1.0;0.9375;-1.0;0.9375;7;17344;-1.0;0.9594594594594594;7;17344;-1.0;0.9594594594594594;1.2341241540273086e-14;0.7942268243526422;1.2341241540273086e-14;0.7942268243526422;0
70;2vgl_A;2vgl_S;False;-1.0;600;142;5937;2259;True;True;2vgl_0_1_A_1.pdb;2vgl_0_1_S_1.pdb;63;50;1130;2vgl_0_1_A_1.pdb;2vgl_0_1_S_1.pdb;63;50;1130;30244;0;0;0;0;30244;0;0;0;30244;15.9455;1019.38;15.9455;1019.38;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;1.584954408343882e-14;1.2946189327142213e-14;1.584954408343882e-14;1.2946189327142213e-14;0
71;2vgl_M;2vgl_S;False;-1.0;396;142;2310;2259;True;True;2vgl_0_1_M_1.pdb;2vgl_0_1_S_1.pdb;15;15;242;2vgl_0_1_M_1.pdb;2vgl_0_1_S_1.pdb;15;15;242;5860;0;0;0;0;5860;0;0;0;5860;19.0657;90.1981;19.0657;90.1981;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;1.6298288755248775e-14;1.7473877899267245e-14;1.6298288755248775e-14;1.7473877899267245e-14;0
72;2vgl_B;2vgl_S;False;-1.0;579;142;2565;2259;True;True;2vgl_0_1_B_1.pdb;2vgl_0_1_S_1.pdb;12;21;290;2vgl_0_1_B_1.pdb;2vgl_0_1_S_1.pdb;12;21;290;18420;0;0;0;0;18420;0;0;0;18420;24.9082;1047.46;24.9082;1047.46;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;9.531759864458224e-15;1.692965513087068e-14;9.531759864458224e-15;1.692965513087068e-14;0
73;2vgl_A;2vgl_B;False;-1.0;600;579;5937;2565;True;True;2vgl_0_1_A_1.pdb;2vgl_0_1_B_1.pdb;45;43;716;2vgl_0_1_A_1.pdb;2vgl_0_1_B_1.pdb;45;43;716;57182;0;0;0;0;57182;0;0;0;57182;35.364000000000004;1041.41;35.364000000000004;1041.41;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;1.584954408343882e-14;2.2313549925727338e-14;1.584954408343882e-14;2.2313549925727338e-14;0
74;2vgl_B;2vgl_M;False;-1.0;579;396;2565;2310;True;True;2vgl_0_1_B_1.pdb;2vgl_0_1_M_1.pdb;80;73;1510;2vgl_0_1_B_1.pdb;2vgl_0_1_M_1.pdb;80;73;1510;14486;0;0;0;0;14486;0;0;0;14486;15.4861;111.413;15.4861;111.413;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;9.531759864458224e-15;1.6564357786374064e-14;9.531759864458224e-15;1.6564357786374064e-14;0
75;2rgn_C;2rgn_C;False;0.66;177;177;230;230;True;True;1z2c_0_1_A_2.pdb;1z2c_0_1_A_1.pdb;3;3;50;1z2c_0_1_A_2.pdb;1z2c_0_1_A_1.pdb;3;3;50;5910;0;0;0;0;5910;0;0;0;5910;35.9015;86.0903;35.9015;86.0903;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;1.8530229871462065;1.8530229871462083;1.8530229871462065;1.8530229871462083;0
76;2z3q_C;3bpl_C;False;0.88;117;194;5105;3958;True;True;4gs7_0_1_A_1.pdb;4gs7_0_1_C_1.pdb;16;20;332;4gs7_0_1_A_1.pdb;4gs7_0_1_C_1.pdb;16;20;332;53112;0;0;0;11;53101;0;0;11;53101;5.56458;1027.73;5.56458;1027.73;0;3;5;3;0;3;5;3;1.927703483310342;6.101556403609994;1.927703483310342;6.101556403609994;0;0;10;1;0;0;10;1;0.09782608695652174;0.22826086956521738;0.09782608695652174;0.22826086956521738;0;53112;0.3333333333333333;0.6071428571428571;0;53112;0.3333333333333333;0.6071428571428571;0.9576226966411749;1.0975570637175145;0.9576226966411749;1.0975570637175145;0
77;2vp7_A;2vp7_B;False;-1.0;66;33;6118;8750;True;True;2vp7_0_1_A_1.pdb;2vp7_0_1_B_1.pdb;18;16;392;2vp7_0_1_A_1.pdb;2vp7_0_1_B_1.pdb;18;16;392;14234;0;0;2;26;14206;0;2;26;14206;3.46219;144.168;3.46219;144.168;0;0;0;0;0;0;0;0;;;;;0;2;9;17;0;2;9;17;0.0;0.37404580152671757;0.0;0.37404580152671757;0;14234;0.13333333333333333;0.580952380952381;0;14234;0.13333333333333333;0.580952380952381;7.663992598989204e-15;3.519609594648485e-14;7.663992598989204e-15;3.519609594648485e-14;0
78;2rhk_A;2rhk_A;False;-1.0;119;119;1205;1205;True;True;2rhk_0_4_A_1.pdb;2rhk_0_4_B_1.pdb;7;7;39;2rhk_0_4_A_1.pdb;2rhk_0_4_B_1.pdb;7;7;39;8951;0;0;0;1;8950;0;0;1;8950;9.52184;1013.14;9.52184;1013.14;0;0;0;0;0;0;0;0;;;;;0;0;0;1;0;0;0;1;0.0;0.0;0.0;0.0;0;8951;0.5;0.5;0;8951;0.5;0.5;8.197588300197398e-15;1.0017162540657651;8.197588300197398e-15;1.0017162540657651;0
79;1gc1_C;1gc1_C;False;0.9;181;181;985;985;True;True;3cd4_0_1_A_2.pdb;3cd4_0_1_A_1.pdb;16;16;318;3cd4_0_1_A_2.pdb;3cd4_0_1_A_1.pdb;16;16;318;212010;0;0;0;21;211989;0;0;21;211989;6.0195300000000005;1033.05;6.0195300000000005;1033.05;0;0;7;14;0;0;7;14;2.784151026966867;7.330459260181836;2.784151026966867;7.330459260181836;0;0;0;21;0;0;0;21;0.0;0.0;0.0;0.0;0;212010;0.0;0.0;0;212010;0.0;0.0;0.9974605959128237;0.9974605959128225;0.9974605959128237;0.9974605959128225;0
80;2vp7_A;2vp7_A;False;-1.0;66;66;6118;6118;True;True;2yyr_0_1_A_1.pdb;2yyr_0_1_B_1.pdb;12;13;199;2yyr_0_1_A_1.pdb;2yyr_0_1_B_1.pdb;12;13;199;12268;0;0;1;32;12235;0;1;32;12235;4.0467699999999995;1024.63;4.0467699999999995;1024.63;0;0;0;0;0;0;0;0;;;;;0;0;0;33;0;0;0;33;0.0;0.0;0.0;0.0;0;12268;0.0;0.0;0;12268;0.0;0.0;1.1754608770906727;0.7603632126882683;1.1754608770906727;0.7603632126882683;0
